直播通用线路,#genre#
CGTN俄语,http://sweetown.fun:4000/udp/239.3.1.220:4220
淘精彩,http://sweetown.fun:4000/udp/239.3.1.178:8001
淘Baby,http://sweetown.fun:4000/udp/239.3.1.238:8001
淘剧场,http://sweetown.fun:4000/udp/239.3.1.95:8001
淘电影,http://sweetown.fun:4000/udp/239.3.1.250:8001
淘娱乐,http://sweetown.fun:4000/udp/239.3.1.100:8001
熊猫频道,http://sweetown.fun:4000/udp/239.3.1.66:8068
萌宠TV,http://sweetown.fun:4000/udp/239.3.1.102:8001
快乐垂钓,http://sweetown.fun:4000/udp/239.3.1.164:8001
茶,http://sweetown.fun:4000/udp/239.3.1.165:8001
大健康,http://sweetown.fun:4000/udp/239.3.1.251:8001
央广购物,http://sweetown.fun:4000/udp/239.3.1.222:8001
央广购物精选,http://sweetown.fun:4000/udp/239.3.1.223:8001
优购物,http://sweetown.fun:4000/udp/239.3.1.180:8001
时尚购物,http://sweetown.fun:4000/udp/239.3.1.181:8001
优购物精选,http://sweetown.fun:4000/udp/239.3.1.190:8001
时尚购物精选,http://sweetown.fun:4000/udp/239.3.1.191:8001
家有购物,http://sweetown.fun:4000/udp/239.3.1.185:8001
家有购物精选,http://sweetown.fun:4000/udp/239.3.1.186:8001
聚鲨环球精选,http://sweetown.fun:4000/udp/239.3.1.179:8001
CCTV-1,http://sweetown.fun:4000/udp/239.3.1.1:8000
CCTV-2,http://sweetown.fun:4000/udp/239.3.1.2:8004
CCTV-3,http://sweetown.fun:4000/udp/239.3.1.107:8001
CCTV-4,http://sweetown.fun:4000/udp/239.3.1.4:8216
CCTV-5,http://sweetown.fun:4000/udp/239.3.1.108:8001
CCTV-6,http://sweetown.fun:4000/udp/239.3.1.109:8001
CCTV-7,http://sweetown.fun:4000/udp/239.3.1.7:8024
CCTV-8,http://sweetown.fun:4000/udp/239.3.1.110:8001
CCTV-9,http://sweetown.fun:4000/udp/239.3.1.9:8032
CCTV-10,http://sweetown.fun:4000/udp/239.3.1.10:8228
CCTV-11,http://sweetown.fun:4000/udp/239.3.1.11:8040
CCTV-12,http://sweetown.fun:4000/udp/239.3.1.12:8232
CCTV-13,http://sweetown.fun:4000/udp/239.3.1.13:8048
CCTV-14,http://sweetown.fun:4000/udp/239.3.1.14:8236
CCTV-15,http://sweetown.fun:4000/udp/239.3.1.15:8052
CCTV-17,http://sweetown.fun:4000/udp/239.3.1.150:8064
BRTV北京卫视,http://sweetown.fun:4000/udp/239.3.1.225:8000
BRTV文艺,http://sweetown.fun:4000/udp/239.3.1.226:8000
BRTV纪实科教,http://sweetown.fun:4000/udp/239.3.1.227:8000
BRTV影视,http://sweetown.fun:4000/udp/239.3.1.228:8000
BRTV财*,http://sweetown.fun:4000/udp/239.3.1.229:8000
BRTV体育休闲,http://sweetown.fun:4000/udp/239.3.1.230:8000
BRTV生活,http://sweetown.fun:4000/udp/239.3.1.231:8000
BRTV新闻,http://sweetown.fun:4000/udp/239.3.1.233:8000
BRTV卡酷少儿,http://sweetown.fun:4000/udp/239.3.1.234:8000
BTV国际频道,http://sweetown.fun:4000/udp/239.3.1.235:8000
CGTN,http://sweetown.fun:4000/udp/239.3.1.16:8056
房山电视台,http://sweetown.fun:4000/udp/239.3.1.96:8001
湖南卫视,http://sweetown.fun:4000/udp/239.3.1.18:8268
浙江卫视,http://sweetown.fun:4000/udp/239.3.1.19:8284
江苏卫视,http://sweetown.fun:4000/udp/239.3.1.20:8276
安徽卫视,http://sweetown.fun:4000/udp/239.3.1.21:8272
天津卫视,http://sweetown.fun:4000/udp/239.3.1.23:8144
辽宁卫视,http://sweetown.fun:4000/udp/239.3.1.24:8116
山东卫视,http://sweetown.fun:4000/udp/239.3.1.25:8148
山东教育,http://sweetown.fun:4000/udp/239.3.1.52:4120
河南卫视,http://sweetown.fun:4000/udp/239.3.1.27:8128
黑龙江卫视,http://sweetown.fun:4000/udp/239.3.1.28:8196
四川卫视,http://sweetown.fun:4000/udp/239.3.1.29:8288
江西卫视,http://sweetown.fun:4000/udp/239.3.1.30:8280
贵州卫视,http://sweetown.fun:4000/udp/239.3.1.31:8120
深圳卫视,http://sweetown.fun:4000/udp/239.3.1.32:9244
湖北卫视,http://sweetown.fun:4000/udp/239.3.1.33:8136
东方卫视,http://sweetown.fun:4000/udp/239.3.1.34:8192
重庆卫视,http://sweetown.fun:4000/udp/239.3.1.35:8296
东南卫视,http://sweetown.fun:4000/udp/239.3.1.36:8112
河北卫视,http://sweetown.fun:4000/udp/239.3.1.37:8292
广东卫视,http://sweetown.fun:4000/udp/239.3.1.38:8132
广西卫视,http://sweetown.fun:4000/udp/239.3.1.39:8300
吉林卫视,http://sweetown.fun:4000/udp/239.3.1.40:8200
陕西卫视,http://sweetown.fun:4000/udp/239.3.1.41:8140
山西卫视,http://sweetown.fun:4000/udp/239.3.1.42:8172
内蒙古卫视,http://sweetown.fun:4000/udp/239.3.1.43:8176
青海卫视,http://sweetown.fun:4000/udp/239.3.1.44:8184
海南卫视,http://sweetown.fun:4000/udp/239.3.1.45:8304
宁夏卫视,http://sweetown.fun:4000/udp/239.3.1.46:8124
西藏卫视,http://sweetown.fun:4000/udp/239.3.1.47:8164
新疆卫视,http://sweetown.fun:4000/udp/239.3.1.48:8160
甘肃卫视,http://sweetown.fun:4000/udp/239.3.1.49:8188
三沙卫视,http://sweetown.fun:4000/udp/239.3.1.155:4120
云南卫视,http://sweetown.fun:4000/udp/239.3.1.26:8108
厦门卫视,http://sweetown.fun:4000/udp/239.3.1.143:4120
兵团卫视,http://sweetown.fun:4000/udp/239.3.1.144:4120
南方卫视,http://sweetown.fun:4000/udp/239.3.1.161:8001
财富天下,http://sweetown.fun:4000/udp/239.3.1.53:9136
金鹰卡通,http://sweetown.fun:4000/udp/239.3.1.51:9252
嘉佳卡通,http://sweetown.fun:4000/udp/239.3.1.147:9268
CETV1,http://sweetown.fun:4000/udp/239.3.1.146:4120
CETV2,http://sweetown.fun:4000/udp/239.3.1.54:4120
CETV3,http://sweetown.fun:4000/udp/239.3.1.55:4120
CETV4,http://sweetown.fun:4000/udp/239.3.1.56:4120
收视指南,http://sweetown.fun:4000/udp/239.3.1.193:8012
热播剧场,http://sweetown.fun:4000/udp/239.3.1.194:9020
经典电影,http://sweetown.fun:4000/udp/239.3.1.195:9024
魅力时尚,http://sweetown.fun:4000/udp/239.3.1.196:9012
少儿动画,http://sweetown.fun:4000/udp/239.3.1.199:9000
城市剧场,http://sweetown.fun:4000/udp/239.3.1.67:4120
军旅剧场,http://sweetown.fun:4000/udp/239.3.1.68:4120
古装剧场,http://sweetown.fun:4000/udp/239.3.1.69:4120
音乐现场,http://sweetown.fun:4000/udp/239.3.1.70:4120
文化北京,http://sweetown.fun:4000/udp/239.3.1.97:8001
地理,http://sweetown.fun:4000/udp/239.3.1.71:4120
美妆,http://sweetown.fun:4000/udp/239.3.1.72:4120
美人,http://sweetown.fun:4000/udp/239.3.1.73:4120
精选,http://sweetown.fun:4000/udp/239.3.1.74:4120
解密,http://sweetown.fun:4000/udp/239.3.1.75:4120
军事,http://sweetown.fun:4000/udp/239.3.1.76:4120
国学,http://sweetown.fun:4000/udp/239.3.1.77:4120
戏曲,http://sweetown.fun:4000/udp/239.3.1.78:4120
早教,http://sweetown.fun:4000/udp/239.3.1.79:4120
动画,http://sweetown.fun:4000/udp/239.3.1.80:4120
好学生,http://sweetown.fun:4000/udp/239.3.1.81:4120
鉴赏,http://sweetown.fun:4000/udp/239.3.1.82:4120
墨宝,http://sweetown.fun:4000/udp/239.3.1.83:4120
光影,http://sweetown.fun:4000/udp/239.3.1.84:4120
台球,http://sweetown.fun:4000/udp/239.3.1.85:4120
爱生活,http://sweetown.fun:4000/udp/239.3.1.86:4120
武术,http://sweetown.fun:4000/udp/239.3.1.87:4120
网球,http://sweetown.fun:4000/udp/239.3.1.88:4120
足球,http://sweetown.fun:4000/udp/239.3.1.89:4120
武侠剧场,http://sweetown.fun:4000/udp/239.3.1.90:4120
喜剧影院,http://sweetown.fun:4000/udp/239.3.1.91:4120
动作影院,http://sweetown.fun:4000/udp/239.3.1.92:4120
家庭影院,http://sweetown.fun:4000/udp/239.3.1.93:4120
星影2,http://sweetown.fun:4000/udp/239.3.1.94:4120
睛彩竞技,http://sweetown.fun:4000/udp/239.3.1.125:8001
睛彩篮球,http://sweetown.fun:4000/udp/239.3.1.126:8001
睛彩羽毛球,http://sweetown.fun:4000/udp/239.3.1.127:8001
睛彩广场舞,http://sweetown.fun:4000/udp/239.3.1.128:8001
聚鲨环球,http://sweetown.fun:4000/udp/239.3.1.160:8001
直播室101,http://sweetown.fun:4000/udp/239.3.1.166:8001



精彩频道,#genre#
重温经典,http://125.210.150.58:9090/live/hzgq-cwjdgq-h264.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
大爱一套,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二套,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
凤凰资讯,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰中文,http://183.204.13.237/cee7354084e908e7d71a99f88ecd0c61.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
环球电视,http://live.cgtn.com/500/prog_index.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?$720P
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$1080P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8?$720P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?$1080P
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream04/streamPlaylist.m3u8?$720P
港台电视35,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8?$1080P
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
澳门莲花,http://epg.112114.xyz/lotus
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
台湾-民视新闻台,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
合糖意专线直播,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
重温经典,http://1.62.64.234/0b926d37065dc656266be75dd9d25565.v.smtcdns.net/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225563/index.m3u8
重温经典,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000635
凤凰资讯,http://ali.hlspull.yximgs.com/live/huanqiuhklivetvjjpcpdvuejljyjjyfjoxvchjwhjwojjjhdjjlsjhbjfhjx.flv
无线新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwjpthljjsjsjjbvdljdmnbjhdhyjyjtvbwxxw.flv
无线财经台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwylwpthjyjjfjxvjlmnduhyjmtvbwxcd.flv
无线财经台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwohdpthfgfbvcfghjyfjsjbcvxjvbxjsfjfjsehbvbjtvbd5.flv
HOY77台,http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv
HOY78台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv
赛马18台,http://ali.hlspull.yximgs.com/live/huanqiuhklivevhxjcvfhoejfjhdojjjyhcvxcljhjotjyj9jssjfdjcvhthofsjjhyx18.flv
VIUTV,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhtjjnjjdldjlujobnmjjhnbbmdjlpthjyjvjutv.flv
VIUTV6,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwjptdjbehjtyhbvhfjcvsjjfyjtvjutvsjx.flv
RTHK31,http://ali.hlspull.yximgs.com/live/huanqiuhklivehpjdthpthcvhnjujulsfjhcvbjuyhbnjyjthj31.flv
RTHK32,http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjjecxvjjusjfjjfdhnbthjjsjfwdtncyjthj32.flv
天映频道,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbjbvnjjsfjvbhfhcvxcvjsjbcvjfdvjsfcbjbnjtypj.flv
天映经典,http://ali.hlspull.yximgs.com/live/huanqiuhklivevcnydsjfjsetjjfcvbcdtsjjfvxcvsjnmbnljjhjjnmyhsjjftydj.flv
天映经典,https://cdn.ggapk.net/live/tv?id=a0cdvcsMMzW0oCCSxU9Mpn1o9GdGCn26M6yjQKo3UwgXzgpH02WW6KLSwMmLvpiTiHC9k_308-6hON8nWR6SPN-nuYrutJrSjhB5J6IuNMLbifSlTqE1OqFWRpQdRYTi7Z9LQyQaYGr2gyjh0kEB6vlYKp7qMrAoObXdJ0tZKoayKO_kT2RJoQ&idp=6dbaWVFiUCQJhVmqw8KdxyWBInQZVxryCJDf0wi2DMImgOV_
澳门莲花,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndcbvdbneyjhxchjjhbnjjhjejjmlh.flv
民视,http://ali.hlspull.yximgs.com/live/huanqiuhklivephjwfpjwvnjfdlsetfjjjjsjsftewjhvcbjjfdjuoljbms.flv
中视,http://ali.hlspull.yximgs.com/live/huanqiuhklivejphfwnmfdcjfxcvhjjwjfbfjdyujjnmfcbsfjejtyhsdjs.flv
华视,http://ali.hlspull.yximgs.com/live/huanqiuhklivepdymvcjnjjjcvbcvbjtyjjjffcfjvjftojjbvcjfednhs.flv
台视,http://ali.hlspull.yximgs.com/live/huanqiuhkliveptejfsxlvcjdewjjjpsjfvvxcjjjpfossvbxcfjjtjvxjhlts.flv
TVBS台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjovdxjojfdejodsjxcvljjfvhnjljjjobjjjsvhjchtvbs.flv
TVBS新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejojwhjxojhjjjlfhjljsjcnxjfvbhjdjwjfjjdsswvtvbsxw.flv
壹新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivemjfoyjvjsdvbnwejtjujjxjcvfjjsjfhfjddjjlhtbchyxw.flv
镜新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhkliveexcvjjocvuojxucfdexjpjjyxchvljxjfejhcelethjjdxw.flv
民视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivecnbvjfhdjujjvcbnjftujscxjfjejyhjjvjfmsxw.flv
华视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivencxtdtejhlvmjsjwjejwttyjhvcbjjjsjntjvbjugsxw.flv
中视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivepnvjydstudjbsjcvbfjjjsjfjsjwetymjldhdujocnjsxw.flv


体育休闲,#genre#
五星体育,http://116.237.248.80:9901/tsfile/live/1010_1.m3u8
五星体育,https://epg.pw/stream/245d1072476eeab5f81d1de6ad86becda334c7305fcc8ecd462b3a05cca4e7a3.ctv
四海钓鱼,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43036/index.m3u8
魅力足球,http://sunny2017.forver.one:4022/udp/239.21.2.95:5002
武术世界,http://sunny2017.forver.one:4022/udp/239.21.2.96:5002
快乐垂钓,http://sunny2017.forver.one:4022/udp/239.21.2.97:5002


福建,#genre#
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
厦门广电,https://tv.cry33.com/xiamen.php?id=84
厦门广电,https://tv.cry33.com/xiamen.php?id=16
厦门广电,https://tv.cry33.com/xiamen.php?id=17
厦门广电,https://tv.cry33.com/xiamen.php?id=138
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
新罗综合,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗综合,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
宁化综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud

河南,#genre#
河南卫视,https://tv.cry33.com/hn.php?id=hnws
河南都市,https://tv.cry33.com/hn.php?id=hnds
河南民生,https://tv.cry33.com/hn.php?id=hnms
河南法治,https://tv.cry33.com/hn.php?id=hmfz
河南电视剧,https://tv.cry33.com/hn.php?id=hndsj
河南新闻,https://tv.cry33.com/hn.php?id=hnxw
欢腾购物,https://tv.cry33.com/hn.php?id=htgw
河南公共,https://tv.cry33.com/hn.php?id=hngg
河南乡村,https://tv.cry33.com/hn.php?id=hnxc
河南国际,https://tv.cry33.com/hn.php?id=hngj
河南梨园,https://tv.cry33.com/hn.php?id=hnly
文物宝库,https://tv.cry33.com/hn.php?id=wwbk
武术世界,https://tv.cry33.com/hn.php?id=wspd
睛彩中原,https://tv.cry33.com/hn.php?id=jczy
移动戏曲,https://tv.cry33.com/hn.php?id=ydxj
象视界,https://tv.cry33.com/hn.php?id=xsj
国学频道,https://tv.cry33.com/hn.php?id=gxpd
濮阳综合,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_2480.m3u8?auth_key=4830532265-0-0-a23211dae85304b5f753cb511162a9df
濮阳公共,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_3017.m3u8?auth_key=4830532402-0-0-8ddf5282fcd1a9f34372f9f57ce53ec1
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8#http://live.dxhmt.cn:9081/tv/10185-1.m3u8
巩义综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8#http://live.dxhmt.cn:9081/tv/10181-1.m3u8
新密综合,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8#http://live.dxhmt.cn:9081/tv/10183-2.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8#http://live.dxhmt.cn:9081/tv/10182-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8#http://live.dxhmt.cn:9081/tv/10184-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8#http://live.dxhmt.cn:9081/tv/10581-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8#http://live.dxhmt.cn:9081/tv/10527-1.m3u8
邓州综合,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8#http://live.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8#http://live.dxhmt.cn:9081/tv/11322-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8#http://live.dxhmt.cn:9081/tv/11325-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8#http://live.dxhmt.cn:9081/tv/11328-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8#http://live.dxhmt.cn:9081/tv/11326-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8#http://live.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8#http://live.dxhmt.cn:9081/tv/11324-1.m3u8
栾川综合,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8#http://live.dxhmt.cn:9081/tv/10324-1.m3u8
孟津综合,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8#http://live.dxhmt.cn:9081/tv/10322-2.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8#http://live.dxhmt.cn:9081/tv/10326-1.m3u8
嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8#http://live.dxhmt.cn:9081/tv/10325-1.m3u8
新安综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8#http://live.dxhmt.cn:9081/tv/10323-1.m3u8
偃师综合,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8#http://live.dxhmt.cn:9081/tv/10381-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8#http://live.dxhmt.cn:9081/tv/10327-1.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8#http://live.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8#http://live.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8#http://live.dxhmt.cn:9081/tv/10825-1.m3u8
武陟综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8#http://live.dxhmt.cn:9081/tv/10823-1.m3u8#http://live.dxhmt.cn:9080/wuzhiAdmin/719b76b2e06e456e9b30ad2b03e9122d.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8#http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8#http://live.dxhmt.cn:9081/tv/11024-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8#http://live.dxhmt.cn:9081/tv/11081-1.m3u8
开封综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8#http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开封公共,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8#http://live.dxhmt.cn:9081/tv/10200-3.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8#http://live.dxhmt.cn:9081/tv/10225-1.m3u8
杞县综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8#http://live.dxhmt.cn:9081/tv/10221-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8#http://live.dxhmt.cn:9081/tv/10223-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8#http://live.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8#http://live.dxhmt.cn:9081/tv/11628-1.m3u8
沈丘综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8#http://live.dxhmt.cn:9081/tv/11624-1.m3u8
项城综合,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8#http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8#http://live.dxhmt.cn:9081/tv/11622-1.m3u8
永城综合,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8#http://live.dxhmt.cn:9081/tv/11481-1.m3u8
灵宝综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8#http://live.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8#http://live.dxhmt.cn:9081/tv/11224-1.m3u8
渑池综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8#http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8#http://live.dxhmt.cn:9081/tv/11281-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8#http://live.dxhmt.cn:9081/tv/11522-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8#http://live.dxhmt.cn:9081/tv/11525-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8#http://live.dxhmt.cn:9081/tv/11527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8#http://live.dxhmt.cn:9081/tv/11526-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8#http://live.dxhmt.cn:9081/tv/11521-1.m3u8
商城综合,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8#http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8#http://live.dxhmt.cn:9081/tv/11523-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8#http://live.dxhmt.cn:9081/tv/11122-1.m3u8
舞阳综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8#http://live.dxhmt.cn:9081/tv/11121-1.m3u8
济源一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8#http://live.dxhmt.cn:9081/tv/19001-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8#http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8
泌阳综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8#http://live.dxhmt.cn:9081/tv/11726-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8#http://live.dxhmt.cn:9081/tv/11723-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8#http://live.dxhmt.cn:9081/tv/11725-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8#http://live.dxhmt.cn:9081/tv/11722-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8#http://live.dxhmt.cn:9081/tv/11729-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8#http://live.dxhmt.cn:9081/tv/11721-1.m3u8
